Operator,SSE,Mission,Seg,Flight_segment,Type_segment,FLAP,Altitude,TAS,Time,Distance,Pressure,THRUST,Mass,ZFW,PL,FW,1g,Vertical maneuver,Vertical gust,Turn,Frontal gust,n0,Giro,Xcg(%CMA),Op-Mission,q,gamma,Mission_type
OpS,2110017,E1,7,C-1500,FLT-1,10,750,137.0,1.0,2.9,0.41,16.31,17305,15400,500,1905,43.992,17.426,0.5197,6.276,,1.92,0.67,,OpS-E1,2976.266912367769,4.865686239349106,Training
OpS,2110017,E1,8,CRUISE,FLT-2,0,1500,198.0,9.1,30.0,0.69,7.83,17305,15400,500,1905,56.458,19.692,0.7994,6.102,,1.85,0.881,,OpS-E1,6080.727602333004,0.0,Training
OpS,2110017,E1,9,APPROACH,FLT-3,15,750,119.0,1.0,6.6,0.41,0.43,17305,15400,500,1905,40.002,14.142,0.3896,4.727,3.235,1.96,0.824,,OpS-E1,2245.560005649741,0.0,Training
OpS,2110017,E1,10,F/APPRO.,FLT-3,23,25,108.0,1.0,2.0,0.13,-0.26,17305,15400,500,1905,40.0,14.142,0.3896,4.727,3.235,1.96,0.824,,OpS-E1,1889.367452436192,0.0,Training
OpS,2110017,F1,9,C-1500,FLT-1,10,750,147.0,1.0,2.9,0.41,15.05,20549,18900,4000,1649,54.718,21.11,0.6058,7.365,,1.82,0.864,,OpS-F1,3426.615787167942,4.865686239349106,Ferry
OpS,2110017,F1,10,C-9000,FLT-1,0,5000,167.0,9.2,24.3,1.93,13.26,20549,18900,4000,1649,54.728,21.11,0.6058,7.365,,1.82,0.864,,OpS-F1,3895.471219273183,3.101386385356629,Ferry
OpS,2110017,F1,11,C-17000,FLT-1,0,13000,178.0,19.2,57.4,0.42,10.01,20549,18900,4000,1649,56.161,20.787,0.5787,6.987,,1.92,0.849,,OpS-F1,3447.96749090737,1.3140096589469,Ferry
OpS,2110017,F1,12,CRUISE,FLT-2,0,17000,219.0,24.6,89.7,5.06,7.32,20549,18900,4000,1649,61.399,22.502,0.6869,7.162,,1.89,0.951,,OpS-F1,4580.660372453546,0.0,Ferry
OpS,2110017,F1,13,D-9000,FLT-3,0,13000,251.0,3.6,15.2,0.42,-0.15,19919,18900,4000,1019,68.125,23.972,0.9005,7.351,,1.8,1.293,,OpS-F1,6855.996714261306,-4.950628551011955,Ferry
OpS,2110017,F1,14,D-1500,FLT-3,0,5000,223.0,3.6,13.3,1.93,-0.15,19919,18900,4000,1019,68.19,23.936,0.9281,7.338,,1.76,1.324,,OpS-F1,6946.032065087888,-4.950628551011955,Ferry
OpS,2110017,F1,15,APPROACH,FLT-3,15,750,125.0,1.0,6.6,0.41,0.43,19919,18900,4000,1019,47.823,16.736,0.4437,5.617,3.722,1.88,0.896,,OpS-F1,2477.71167913828,0.0,Ferry
OpS,2110017,F1,16,F/APPRO.,FLT-3,23,25,114.0,1.0,2.0,0.13,-0.26,19919,18900,4000,1019,47.821,16.736,0.4437,5.617,3.722,1.88,0.896,,OpS-F1,2105.128550399585,0.0,Ferry
OpS,2110017,F2,9,C-1500,FLT-1,10,750,147.0,1.0,2.9,0.41,14.97,20836,18900,4000,1936,55.348,21.293,0.6078,7.43,,1.82,0.878,,OpS-F2,3426.615787167942,4.865686239349106,Ferry
OpS,2110017,F2,10,C-9000,FLT-1,0,5000,158.0,9.5,25.3,1.93,13.21,20836,18900,4000,1936,55.359,21.293,0.6078,7.43,,1.82,0.878,,OpS-F2,3486.913963137285,2.979027280043944,Ferry
OpS,2110017,F2,11,C-17000,FLT-1,0,13000,179.0,20.5,61.9,0.42,9.97,20836,18900,4000,1936,56.966,21.059,0.5867,7.073,,1.91,0.867,,OpS-F2,3486.817522287685,1.218513845605981,Ferry
OpS,2110017,F2,12,CRUISE,FLT-2,0,17000,219.0,56.3,204.9,5.06,7.34,20836,18900,4000,1936,62.066,22.748,0.6879,7.248,,1.89,0.962,,OpS-F2,4580.660372453546,0.0,Ferry
OpS,2110017,F2,13,CRUISE,FLT-2,0,17000,221.0,48.9,179.9,5.06,7.27,19919,18900,4000,1019,60.234,22.048,0.6961,6.989,,1.87,0.943,,OpS-F2,4664.707434186187,0.0,Ferry
OpS,2110017,F2,14,D-9000,FLT-3,0,13000,251.0,3.6,14.9,0.42,-0.15,19919,18900,4000,1019,68.125,23.972,0.9005,7.351,,1.8,1.293,,OpS-F2,6855.996714261306,-5.049795295951077,Ferry
OpS,2110017,F2,15,D-1500,FLT-3,0,5000,223.0,3.5,13.1,1.93,-0.15,19919,18900,4000,1019,68.19,23.936,0.9281,7.338,,1.76,1.324,,OpS-F2,6946.032065087888,-5.025826448066909,Ferry
OpS,2110017,F2,16,APPROACH,FLT-3,15,750,123.0,1.0,6.6,0.41,0.43,19919,18900,4000,1019,47.823,16.736,0.4437,5.617,3.722,1.88,0.896,,OpS-F2,2399.059199595715,0.0,Ferry
OpS,2110017,F2,17,F/APPRO.,FLT-3,23,25,112.0,1.0,2.0,0.13,-0.26,19919,18900,4000,1019,47.821,16.736,0.4437,5.617,3.722,1.88,0.896,,OpS-F2,2031.912321961556,0.0,Ferry
OpS,2110017,F3,9,C-1500,FLT-1,10,750,153.0,1.0,2.9,0.41,14.71,21886,17400,2500,4486,52.962,19.496,0.609,6.721,,1.95,0.789,,OpS-F3,3712.048172604673,4.865686239349106,Ferry
OpS,2110017,F3,10,C-9000,FLT-1,0,5000,163.0,11.1,30.7,1.93,12.97,21886,17400,2500,4486,52.972,19.496,0.609,6.721,,1.95,0.789,,OpS-F3,3711.096662658008,2.455738794991092,Ferry
OpS,2110017,F3,11,C-16000,FLT-1,0,13000,184.0,22.1,67.7,0.42,9.96,21886,17400,2500,4486,53.877,19.172,0.5778,6.42,,2.04,0.818,,OpS-F3,3684.33238770862,0.8356576596816966,Ferry
OpS,2110017,F3,12,CRUISE,FLT-2,0,16000,219.0,57.9,207.2,4.89,7.64,21886,17400,2500,4486,58.445,20.713,0.6659,6.616,,2.01,0.712,,OpS-F3,4734.375667749857,0.0,Ferry
OpS,2110017,F3,13,CRUISE,FLT-2,0,16000,221.0,62.4,22.7,4.89,7.55,21061,17400,2500,3661,59.687,21.452,0.683,6.814,,1.96,0.725,,OpS-F3,4821.243134808925,0.0,Ferry
OpS,2110017,F3,14,C-18000,FLT-1,0,17000,184.0,8.8,27.8,5.06,8.55,20438,17400,2500,3038,53.841,19.447,0.5336,6.549,,2.0,0.794,,OpS-F3,3233.519684113911,0.6783620111460572,Ferry
OpS,2110017,F3,15,CRUISE,FLT-2,0,18000,216.0,72.3,260.1,5.23,7.19,20438,17400,2500,3038,58.643,21.335,0.6386,6.83,,1.95,0.815,,OpS-F3,4310.232540178681,0.0,Ferry
OpS,2110017,F3,16,CRUISE,FLT-2,0,18000,220.0,53.5,203.1,5.23,0.71,19672,17400,2500,2272,58.256,21.254,0.6549,6.755,,1.93,0.871,,OpS-F3,4471.348914280011,0.0,Ferry
OpS,2110017,F3,17,C-20000,FLT-1,0,19000,189.0,8.7,27.3,0.54,8.05,19150,17400,2500,1750,51.778,18.863,0.5216,6.297,,2.01,0.745,,OpS-F3,3191.217001264772,0.6907850306875835,Ferry
OpS,2110017,F3,18,CRUISE,FLT-2,0,20000,216.0,57.8,208.1,5.58,6.77,19150,17400,2500,1750,55.519,20.264,0.6047,6.492,,1.97,0.789,,OpS-F3,4029.620498393995,0.0,Ferry
OpS,2110017,F3,19,CRUISE,FLT-2,0,20000,220.0,57.2,209.1,5.58,0.67,18561,17400,2500,1161,54.721,19.954,0.6209,6.351,,1.95,0.799,,OpS-F3,4180.247602071961,0.0,Ferry
OpS,2110017,F3,20,D-10000,FLT-3,0,15000,259.0,4.1,17.8,4.66,-0.11,18561,17400,2500,1161,63.736,22.09,0.8687,6.76,,1.83,1.204,,OpS-F3,6842.240271917314,-5.282549771462143,Ferry
OpS,2110017,F3,21,D-1500,FLT-3,0,5000,223.0,3.8,1.4,1.93,-0.15,18561,17400,2500,1161,63.874,22.106,0.8981,6.77,,1.79,1.222,,OpS-F3,6946.032065087888,-39.45076512029578,Ferry
OpS,2110017,F3,22,APPROACH,FLT-3,15,750,119.0,1.0,6.6,0.41,0.43,18561,17400,2500,1161,43.366,14.723,0.4006,4.993,3.504,1.92,0.816,,OpS-F3,2245.560005649741,0.0,Ferry
OpS,2110017,F3,23,F/APPRO.,FLT-3,23,25,108.0,1.0,2.0,0.13,-0.26,18561,17400,2500,1161,43.364,14.723,0.4006,4.993,3.504,1.92,0.816,,OpS-F3,1889.367452436192,0.0,Ferry
OpS,2110017,ISR1,9,C-1500,FLT-1,10,750,141.0,1.0,2.9,0.41,15.44,18905,16000,500,2905,48.434,18.767,0.5508,6.645,,1.9,0.753,,OpS-ISR1,3152.600697148682,4.865686239349106,SAR/ISR
OpS,2110017,ISR1,10,C-7500,FLT-1,0,3500,147.0,6.2,15.5,1.43,13.95,18905,16000,500,2905,48.441,18.767,0.5508,6.645,,1.9,0.753,,OpS-ISR1,3157.898846002939,4.855272473122656,SAR/ISR
OpS,2110017,ISR1,11,C-15000,FLT-1,0,11500,166.0,12.6,3.5,3.84,0.11,18905,16000,500,2905,49.545,18.402,0.5267,6.284,,1.98,0.754,,OpS-ISR1,3145.975118830917,18.21935653487407,SAR/ISR
OpS,2110017,ISR1,12,CRUISE,FLT-2,0,15000,216.0,39.3,141.5,4.66,7.81,18905,16000,500,2905,56.495,20.481,0.6769,6.482,,1.92,0.84,,OpS-ISR1,4758.896887741302,0.0,SAR/ISR
OpS,2110017,ISR1,13,D-10000,FLT-3,0,12000,248.0,1.9,8.0,3.98,-0.11,18254,16000,500,2254,62.7,21.605,0.8588,6.618,,1.86,1.197,,OpS-ISR1,6910.824024131356,-4.70423706762331,SAR/ISR
OpS,2110017,ISR1,14,CRUISE,FLT-4,0,10000,159.0,59.1,157.1,3.43,6.81,18254,16000,500,2254,48.846,17.62,0.5147,5.873,,1.97,0.764,,OpS-ISR1,3026.33836832495,0.0,SAR/ISR
OpS,2110017,ISR1,15,CRUISE,FLT-4,0,10000,153.6,60.9,159.7,3.43,6.63,17761,16000,500,1761,46.894,16.822,0.4927,5.653,,1.99,0.729,,OpS-ISR1,2824.266447939393,0.0,SAR/ISR
OpS,2110017,ISR1,16,C-21000,FLT-1,0,15000,168.0,22.7,65.5,4.66,9.72,17761,16000,500,1761,46.502,17.139,0.4877,5.86,,2.02,0.72,,OpS-ISR1,2878.838858016343,1.727050353691876,SAR/ISR
OpS,2110017,ISR1,17,CRUISE,FLT-2,0,21000,211.0,30.1,105.9,5.58,6.73,17044,16000,500,1044,49.06,17.872,0.5577,5.734,,2.0,0.662,,OpS-ISR1,3716.447543094846,0.0,SAR/ISR
OpS,2110017,ISR1,18,D-1500,FLT-3,0,12000,248.0,0.7,28.5,3.98,-1.47,17044,16000,500,1044,59.489,20.269,0.8419,6.206,,1.87,1.147,,OpS-ISR1,6910.824024131356,-6.91441704510307,SAR/ISR
OpS,2110017,ISR1,19,APPROACH,FLT-3,15,750,116.0,1.0,6.6,0.41,0.43,17044,16000,500,1044,39.206,13.299,0.3726,4.51,3.244,1.95,0.753,,OpS-ISR1,2133.765654687021,0.0,SAR/ISR
OpS,2110017,ISR1,20,F/APPRO.,FLT-3,23,25,104.0,1.0,2.0,0.13,-0.26,17044,16000,500,1044,39.204,13.299,0.3726,4.51,3.244,1.95,0.753,,OpS-ISR1,1752.00603271175,0.0,SAR/ISR
OpCA,2110017,AE1,10,C- 2500,FLT-1,0,2000,201.0,0.96,3.2,,14.01,21332,17229,1678,4103,62.157,22.416,0.8235,7.293,,1.9,1.656,21.21,OpCA-AE1,6174.271488289391,2.944178588411708,Ferry
OpCA,2110017,AE1,11,C- 3500,FLT-1,0,3000,204.0,0.99,3.4,,13.78,21332,17229,1678,4103,62.168,22.416,0.8235,7.293,,1.9,1.656,21.21,OpCA-AE1,6173.383950006531,2.771270008151053,Ferry
OpCA,2110017,AE1,12,C- 4500,FLT-1,0,4000,207.0,1.02,3.5,,13.56,21332,17229,1678,4103,62.179,22.416,0.8235,7.293,,1.9,1.656,21.21,OpCA-AE1,6168.532998968165,2.692209067106798,Ferry
OpCA,2110017,AE1,13,C- 5500,FLT-1,0,5000,210.0,1.05,3.6,,13.24,21332,17229,1678,4103,62.188,22.416,0.8235,7.293,,1.9,1.656,21.21,OpCA-AE1,6159.786323279694,2.617530973646755,Ferry
OpCA,2110017,AE1,14,C- 6500,FLT-1,0,6000,213.0,1.13,4.0,,12.82,21332,17229,1678,4103,62.198,22.416,0.8235,7.293,,1.9,1.656,21.21,OpCA-AE1,6147.215084794404,2.356089210663774,Ferry
OpCA,2110017,AE1,15,C- 7500,FLT-1,0,7000,216.0,1.22,4.4,,12.39,21332,17229,1678,4103,62.207,22.416,0.8235,7.293,,1.9,1.656,21.21,OpCA-AE1,6130.893721250923,2.142108780228034,Ferry
OpCA,2110017,AE1,16,C- 8500,FLT-1,0,8000,219.0,1.33,4.9,,11.97,21332,17229,1678,4103,62.216,22.416,0.8235,7.293,,1.9,1.656,21.21,OpCA-AE1,6110.899752016461,1.923699801603786,Ferry
OpCA,2110017,AE1,17,C- 9500,FLT-1,0,9000,222.0,1.48,5.5,,11.57,21332,17229,1678,4103,62.699,22.303,0.7975,7.151,,1.95,1.7,21.21,OpCA-AE1,6087.313587424709,1.7139744727977,Ferry
OpCA,2110017,AE1,18,C-10500,FLT-1,0,10000,226.0,1.63,6.1,,11.21,21332,17229,1678,4103,62.707,22.303,0.7975,7.151,,1.95,1.7,21.21,OpCA-AE1,6114.206657195726,1.545473037117963,Ferry
OpCA,2110017,AE1,19,C-11500,FLT-1,0,11000,229.0,1.82,6.9,,10.88,21332,17229,1678,4103,62.715,22.303,0.7975,7.151,,1.95,1.7,21.21,OpCA-AE1,6082.707743078108,1.366360136337752,Ferry
OpCA,2110017,AE1,20,C-12500,FLT-1,0,12000,233.0,2.02,7.9,,10.56,21332,17229,1678,4103,62.723,22.303,0.7975,7.151,,1.95,1.7,21.21,OpCA-AE1,6100.119105197501,1.193456803913967,Ferry
OpCA,2110017,AE1,21,C-13500,FLT-1,0,13000,236.0,2.31,9.1,,10.23,21332,17229,1678,4103,62.73,22.303,0.7975,7.151,,1.95,1.7,21.21,OpCA-AE1,6061.040189798538,1.036114797503781,Ferry
OpCA,2110017,AE1,22,C-14500,FLT-1,0,14000,240.0,2.67,10.7,,9.92,21332,17229,1678,4103,62.737,22.303,0.7975,7.151,,1.95,1.7,21.21,OpCA-AE1,6069.276888929508,0.881208321990745,Ferry
OpCA,2110017,AE1,23,C-15000,FLT-1,0,14750,243.0,1.51,6.1,,9.77,21332,17229,1678,4103,62.742,22.303,0.7975,7.151,,1.95,1.7,21.21,OpCA-AE1,6072.26026638291,0.7728771000175035,Ferry
OpCA,2110017,AE1,24,CRUISE,FLT-2,0,15000,264.0,10.62,46.7,,9.22,21332,17229,1678,4103,66.024,22.863,0.8643,7.167,,1.94,1.713,21.21,OpCA-AE1,7108.9694248975,0.0,Ferry
OpCA,2110017,AE1,25,CRUISE,FLT-2,0,15000,264.0,10.62,46.8,,9.21,21332,17229,1678,4103,66.024,22.863,0.8643,7.167,,1.94,1.713,21.21,OpCA-AE1,7108.9694248975,0.0,Ferry
OpCA,2110017,AE1,26,CRUISE,FLT-2,0,15000,265.0,10.62,46.8,,9.2,20582,17229,1678,3353,66.879,23.382,0.8846,7.308,,1.89,1.738,20.68,OpCA-AE1,7162.927253550089,0.0,Ferry
OpCA,2110017,AE1,27,CRUISE,FLT-2,0,15000,265.0,10.62,46.8,,9.2,20582,17229,1678,3353,66.879,23.382,0.8846,7.308,,1.89,1.738,20.68,OpCA-AE1,7162.927253550089,0.0,Ferry
OpCA,2110017,AE1,28,CRUISE,FLT-2,0,15000,265.0,9.09,40.2,,9.19,20582,17229,1678,3353,66.879,23.382,0.8846,7.308,,1.89,1.738,20.68,OpCA-AE1,7162.927253550089,0.0,Ferry
OpCA,2110017,AE1,29,D-14000,FLT-3,0,14500,302.0,1.03,5.1,,7.96,20582,17229,1678,3353,73.054,24.253,1.0721,7.463,,1.85,2.008,20.68,OpCA-AE1,9455.488944602528,-1.848313986854076,Ferry
OpCA,2110017,AE1,30,D-13000,FLT-3,0,13500,297.0,1.13,5.7,,8.24,20582,17229,1678,3353,73.047,24.253,1.0721,7.463,,1.85,2.008,20.68,OpCA-AE1,9445.935658211241,-1.653869024822685,Ferry
OpCA,2110017,AE1,31,D-12000,FLT-3,0,12500,293.0,1.25,6.1,,8.52,20582,17229,1678,3353,73.04,24.253,1.0721,7.463,,1.85,2.008,20.68,OpCA-AE1,9493.429480391347,-1.545473037117959,Ferry
OpCA,2110017,AE1,32,D-11000,FLT-3,0,11500,288.0,1.39,6.6,,8.81,20582,17229,1678,3353,73.033,24.253,1.0721,7.463,,1.85,2.008,20.68,OpCA-AE1,9469.43534098968,-1.428442242077394,Ferry
OpCA,2110017,AE1,33,D-10000,FLT-3,0,10500,284.0,1.56,7.4,,9.11,20582,17229,1678,3353,73.025,24.253,1.0721,7.463,,1.85,2.008,20.68,OpCA-AE1,9504.384090530946,-1.274070038043911,Ferry
OpCA,2110017,AE1,34,D- 9000,FLT-3,0,9500,280.0,1.67,7.8,,9.1,20582,17229,1678,3353,73.017,24.253,1.0721,7.463,,1.85,2.008,20.68,OpCA-AE1,9533.448953183735,-1.208753021344817,Ferry
OpCA,2110017,AE1,35,D- 8000,FLT-3,0,8500,276.0,1.66,7.6,,9.08,20582,17229,1678,3353,73.308,24.471,1.092,7.53,,1.82,2.098,20.68,OpCA-AE1,9556.498856183009,-1.240552498287568,Ferry
OpCA,2110017,AE1,36,D- 7000,FLT-3,0,7500,272.0,1.67,7.6,,9.06,20582,17229,1678,3353,73.299,24.471,1.092,7.53,,1.82,2.098,20.68,OpCA-AE1,9573.40777281227,-1.240552498287568,Ferry
OpCA,2110017,AE1,37,D- 6000,FLT-3,0,6500,268.0,1.67,7.4,,9.04,20582,17229,1678,3353,73.289,24.471,1.092,7.53,,1.82,2.098,20.68,OpCA-AE1,9584.055055272092,-1.274070038043909,Ferry
OpCA,2110017,AE1,38,D- 5000,FLT-3,0,5500,264.0,1.66,7.4,,9.03,20582,17229,1678,3353,73.28,24.471,1.092,7.53,,1.82,2.098,20.68,OpCA-AE1,9588.325773913386,-1.274070038043911,Ferry
OpCA,2110017,AE1,39,D- 4000,FLT-3,0,4500,260.0,1.67,7.2,,9.01,20582,17229,1678,3353,73.27,24.471,1.092,7.53,,1.82,2.098,20.68,OpCA-AE1,9586.111062855593,-1.309448716725871,Ferry
OpCA,2110017,AE1,40,D- 3000,FLT-3,0,3500,256.0,1.67,7.1,,8.99,20582,17229,1678,3353,73.26,24.471,1.092,7.53,,1.82,2.098,20.68,OpCA-AE1,9577.308472009287,-1.327885098823715,Ferry
OpCA,2110017,AE1,41,D- 2000,FLT-3,0,2500,253.0,1.66,7.0,,8.96,20582,17229,1678,3353,73.249,24.471,1.092,7.53,,1.82,2.098,20.68,OpCA-AE1,9637.860374691129,-1.346847947736697,Ferry
OpCA,2110017,AE1,42,D- 1500,FLT-3,0,1750,250.0,0.84,3.5,,8.95,20582,17229,1678,3353,73.241,24.471,1.092,7.53,,1.82,2.098,20.68,OpCA-AE1,9622.594890654986,-1.346847947736696,Ferry
OpCA,2110017,AE1,43,APPROACH,FLT-3,15,750,122.0,1.5,5.0,,4.68,20582,17229,1678,3353,46.192,17.331,0.4568,5.792,3.437,1.99,1.722,20.68,OpCA-AE1,2360.208680466827,0.0,Ferry
OpCA,2110017,AE1,44,F/APPRO.,FLT-3,23,25,113.0,0.5,0.2,,-3.25,20582,17229,1678,3353,46.201,15.213,0.4208,5.233,3.626,1.99,1.606,20.68,OpCA-AE1,2068.358453374292,0.0,Ferry
OpCA,2110017,AE1,9,C- 1500,FLT-1,0,750,147.0,1.0,2.5,,21.28,21332,17229,1678,4103,50.515,19.459,0.5749,7.33,,1.99,1.377,21.21,OpCA-AE1,3426.615787167942,5.639520585950486,Ferry
OpCA,2110017,LT1,10,C- 2500,FLT-1,0,2000,137.0,0.54,1.2,,18.46,18268,15184,680,3084,44.921,17.013,0.4878,6.277,,2.04,1.24,20.91,OpCA-LT1,2868.367158330328,7.809339501322955,Ferry
OpCA,2110017,LT1,11,C- 3500,FLT-1,0,3000,139.0,0.56,1.3,,17.99,18268,15184,680,3084,44.932,17.013,0.4878,6.277,,2.04,1.24,20.91,OpCA-LT1,2866.108018504329,7.215210799943844,Ferry
OpCA,2110017,LT1,12,C- 4500,FLT-1,0,4000,141.0,0.57,1.3,,17.55,18268,15184,680,3084,44.943,17.013,0.4878,6.277,,2.04,1.24,20.91,OpCA-LT1,2862.064565158722,7.215210799943852,Ferry
OpCA,2110017,LT1,13,C- 5500,FLT-1,0,5000,143.0,0.58,1.4,,17.06,18268,15184,680,3084,44.953,17.013,0.4878,6.277,,2.04,1.24,20.91,OpCA-LT1,2856.269172896745,6.704708200069721,Ferry
OpCA,2110017,LT1,14,C- 6500,FLT-1,0,6000,145.0,0.61,1.5,,16.52,18268,15184,680,3084,44.962,17.013,0.4878,6.277,,2.04,1.24,20.91,OpCA-LT1,2848.755695690942,6.261402966994311,Ferry
OpCA,2110017,LT1,15,C- 7500,FLT-1,0,7000,148.0,0.63,1.5,,15.99,18268,15184,680,3084,44.971,17.013,0.4878,6.277,,2.04,1.24,20.91,OpCA-LT1,2878.324247048187,6.261402966994321,Ferry
OpCA,2110017,LT1,16,C- 8500,FLT-1,0,8000,150.0,0.65,1.6,,15.46,18268,15184,680,3084,44.981,17.013,0.4878,6.277,,2.04,1.24,20.91,OpCA-LT1,2866.813544762837,5.872890681248982,Ferry
OpCA,2110017,LT1,17,C- 9500,FLT-1,0,9000,152.0,0.68,1.7,,14.94,18268,15184,680,3084,44.989,17.013,0.4878,6.277,,2.04,1.24,20.91,OpCA-LT1,2853.690713494449,5.529633896008854,Ferry
OpCA,2110017,LT1,18,C-10500,FLT-1,0,10000,154.0,0.71,1.9,,14.46,18268,15184,680,3084,44.997,17.013,0.4878,6.277,,2.04,1.24,20.91,OpCA-LT1,2838.995322305072,4.95062855101196,Ferry
OpCA,2110017,LT1,19,C-11500,FLT-1,0,11000,157.0,0.74,1.9,,14.02,18268,15184,680,3084,45.349,16.783,0.4798,6.1,,2.08,1.265,20.91,OpCA-LT1,2859.073304458959,4.95062855101196,Ferry
OpCA,2110017,LT1,20,C-12500,FLT-1,0,12000,159.0,0.77,2.0,,13.6,18268,15184,680,3084,45.357,16.783,0.4798,6.1,,2.08,1.265,20.91,OpCA-LT1,2840.669584971137,4.704237067623295,Ferry
OpCA,2110017,LT1,21,C-13500,FLT-1,0,13000,162.0,0.8,2.2,,13.19,18268,15184,680,3084,45.364,16.783,0.4798,6.1,,2.08,1.265,20.91,OpCA-LT1,2855.967012731126,4.278245866885845,Ferry
OpCA,2110017,LT1,22,C-14500,FLT-1,0,14000,164.0,0.83,2.3,,12.79,18268,15184,680,3084,45.371,16.783,0.4798,6.1,,2.08,1.265,20.91,OpCA-LT1,2834.015125080694,4.092881607032408,Ferry
OpCA,2110017,LT1,23,C-15500,FLT-1,0,15000,167.0,0.87,2.4,,12.33,18268,15184,680,3084,45.378,16.783,0.4798,6.1,,2.08,1.265,20.91,OpCA-LT1,2844.668966525574,3.922888847379492,Ferry
OpCA,2110017,LT1,24,C-16500,FLT-1,0,16000,170.0,0.94,2.6,,11.81,18268,15184,680,3084,45.385,16.783,0.4798,6.1,,2.08,1.265,20.91,OpCA-LT1,2852.806588644334,3.621964763266247,Ferry
OpCA,2110017,LT1,25,C-17500,FLT-1,0,17000,172.0,1.01,2.9,,11.31,18268,15184,680,3084,45.39,16.783,0.4798,6.1,,2.08,1.265,20.91,OpCA-LT1,2825.509402611825,3.248127125559181,Ferry
OpCA,2110017,LT1,26,C-18500,FLT-1,0,18000,175.0,1.09,3.2,,10.81,18268,15184,680,3084,45.395,16.783,0.4798,6.1,,2.08,1.265,20.91,OpCA-LT1,2829.236787186473,2.944178588411701,Ferry
OpCA,2110017,LT1,27,C-19500,FLT-1,0,19000,178.0,1.19,3.5,,10.31,18268,15184,680,3084,45.4,16.783,0.4798,6.1,,2.08,1.265,20.91,OpCA-LT1,2830.562399374962,2.692209067106789,Ferry
OpCA,2110017,LT1,28,C-20500,FLT-1,0,20000,181.0,1.32,4.0,,9.86,18268,15184,680,3084,46.654,16.185,0.4487,5.623,,2.19,1.173,20.91,OpCA-LT1,2829.526687840485,2.356089210663785,Ferry
OpCA,2110017,LT1,29,C-21500,FLT-1,0,21000,184.0,1.46,4.5,,9.44,18268,15184,680,3084,46.654,16.185,0.4487,5.623,,2.19,1.173,20.91,OpCA-LT1,2826.17299743984,2.094549243186013,Ferry
OpCA,2110017,LT1,30,C-22500,FLT-1,0,22000,187.0,1.62,5.1,,9.02,18268,15184,680,3084,46.654,16.185,0.4487,5.623,,2.19,1.173,20.91,OpCA-LT1,2820.547394706237,1.848313986854065,Ferry
OpCA,2110017,LT1,31,C-23500,FLT-1,0,23000,190.0,1.85,5.8,,8.6,18268,15184,680,3084,46.654,16.185,0.4487,5.623,,2.19,1.173,20.91,OpCA-LT1,2812.698496842109,1.625369471446294,Ferry
OpCA,2110017,LT1,32,C-24500,FLT-1,0,24000,194.0,2.14,6.9,,8.19,18268,15184,680,3084,46.654,16.185,0.4487,5.623,,2.19,1.173,20.91,OpCA-LT1,2831.795834015565,1.366360136337748,Ferry
OpCA,2110017,LT1,33,C-25500,FLT-1,0,25000,197.0,2.54,8.4,,7.82,18268,15184,680,3084,46.654,16.185,0.4487,5.623,,2.19,1.173,20.91,OpCA-LT1,2819.084543995275,1.122436457343552,Ferry
OpCA,2110017,LT1,34,C-26000,FLT-1,0,25750,200.0,1.46,4.8,,7.65,18268,15184,680,3084,46.654,16.185,0.4487,5.623,,2.19,1.173,20.91,OpCA-LT1,2829.371754442329,0.9821613463048392,Ferry
OpCA,2110017,LT1,35,CRUISE,FLT-2,0,26000,232.0,14.92,57.8,,6.16,18268,15184,680,3084,51.191,18.105,0.5386,5.909,,2.12,1.35,20.91,OpCA-LT1,3773.474049728689,0.0,Ferry
OpCA,2110017,LT1,36,CRUISE,FLT-2,0,26000,232.0,15.0,58.1,,6.13,18268,15184,680,3084,51.191,18.105,0.5386,5.909,,2.12,1.35,20.91,OpCA-LT1,3773.474049728689,0.0,Ferry
OpCA,2110017,LT1,37,CRUISE,FLT-2,0,26000,232.0,15.1,58.4,,6.1,18268,15184,680,3084,51.191,18.105,0.5386,5.909,,2.12,1.35,20.91,OpCA-LT1,3773.474049728689,0.0,Ferry
OpCA,2110017,LT1,38,CRUISE,FLT-2,0,26000,232.0,15.18,58.6,,6.06,17583,15184,680,2399,50.308,17.909,0.5336,5.82,,2.13,1.375,20.44,OpCA-LT1,3773.474049728689,0.0,Ferry
OpCA,2110017,LT1,39,CRUISE,FLT-2,0,26000,231.0,15.27,59.0,,6.03,17583,15184,680,2399,50.308,17.909,0.5336,5.82,,2.13,1.375,20.44,OpCA-LT1,3741.014208672202,0.0,Ferry
OpCA,2110017,LT1,40,CRUISE,FLT-2,0,26000,231.0,15.37,59.1,,5.99,17583,15184,680,2399,50.308,17.909,0.5336,5.82,,2.13,1.375,20.44,OpCA-LT1,3741.014208672202,0.0,Ferry
OpCA,2110017,LT1,41,CRUISE,FLT-2,0,26000,231.0,7.13,27.5,,5.98,17583,15184,680,2399,50.308,17.909,0.5336,5.82,,2.13,1.375,20.44,OpCA-LT1,3741.014208672202,0.0,Ferry
OpCA,2110017,LT1,42,D-25000,FLT-3,0,25500,296.0,0.4,2.0,,-0.18,17583,15184,680,2399,58.935,20.274,0.773,6.257,,1.96,1.784,20.44,OpCA-LT1,6252.734744482145,-4.704237067623324,Ferry
