Operator,SSE,Mission,Seg,Flight_segment,Type_segment,FLAP,Altitude,TAS,Time,Distance,Pressure,THRUST,Mass,ZFW,PL,FW,1g,Vertical maneuver,Vertical gust,Turn,Frontal gust,n0,Giro,Xcg(%CMA),Op-Mission,q,gamma,Mission_type
OpCA,2110017,SAR4-2,32,CRUISE,FLT-4,10,500,134.0,9.98,22.3,,6.94,19576,16629,1410,2947,50.489,18.007,0.5157,6.017,3.276,1.98,1.543,17.69,OpCA-SAR4-2,2868.343341940248,0.0,SAR/ISR
OpCA,2110017,SAR4-2,33,CRUISE,FLT-4,10,500,134.0,10.02,22.3,,6.91,19576,16629,1410,2947,50.489,18.007,0.5157,6.017,3.276,1.98,1.543,17.69,OpCA-SAR4-2,2868.343341940248,0.0,SAR/ISR
OpCA,2110017,SAR4-2,34,CRUISE,FLT-9,10,500,133.0,15.0,33.3,,6.86,19041,16629,1410,2412,49.027,17.475,0.5167,5.876,3.197,1.91,1.569,17.26,OpCA-SAR4-2,2825.691990174931,0.0,SAR/ISR
OpCA,2110017,SAR4-2,35,D- 300,FLT-10,10,400,135.0,0.17,0.39,,-1.54,19041,16629,1410,2412,51.005,17.461,0.5287,5.684,3.255,1.9,1.69,17.26,OpCA-SAR4-2,2919.872269428399,-4.824296296072114,SAR/ISR
OpCA,2110017,SAR4-2,36,CRUISE,FLT-11,10,300,133.0,4.71,10.5,,6.84,19041,16629,1410,2412,49.096,17.524,0.5187,5.885,3.195,1.9,1.576,17.26,OpCA-SAR4-2,2842.32344791419,0.0,SAR/ISR
OpCA,2110017,SAR4-2,37,C- 500,FLT-8,10,400,122.0,0.12,0.23,,20.54,19041,16629,1410,2412,43.868,17.185,0.4637,6.611,3.027,1.93,1.431,17.26,OpCA-SAR4-2,2384.602406484077,8.144413682170871,SAR/ISR
OpCA,2110017,SAR4-2,38,CRUISE,FLT-9,10,500,133.0,15.0,33.3,,6.8,19041,16629,1410,2412,49.018,17.475,0.5167,5.876,3.197,1.91,1.569,17.26,OpCA-SAR4-2,2825.691990174931,0.0,SAR/ISR
OpCA,2110017,SAR4-2,39,D- 300,FLT-10,10,400,135.0,0.17,0.39,,-1.54,19041,16629,1410,2412,51.005,17.461,0.5287,5.684,3.255,1.9,1.69,17.26,OpCA-SAR4-2,2919.872269428399,-4.824296296072114,SAR/ISR
OpCA,2110017,SAR4-2,40,CRUISE,FLT-11,10,300,132.0,3.51,7.7,,6.78,19041,16629,1410,2412,49.096,17.524,0.5187,5.885,3.195,1.9,1.576,17.26,OpCA-SAR4-2,2799.74242503572,0.0,SAR/ISR
OpCA,2110017,SAR4-2,41,C- 1300,FLT-8,10,900,123.0,0.59,1.2,,20.16,19041,16629,1410,2412,43.868,17.185,0.4637,6.611,3.027,1.93,1.431,17.26,OpCA-SAR4-2,2388.492266622386,6.261402966994318,SAR/ISR
OpCA,2110017,SAR4-2,42,C- 2300,FLT-8,10,1800,124.0,0.6,1.2,,19.65,19041,16629,1410,2412,43.868,17.185,0.4637,6.611,3.027,1.93,1.431,17.26,OpCA-SAR4-2,2363.808489422061,7.809339501322961,SAR/ISR
OpCA,2110017,SAR4-2,43,C- 2500,FLT-8,10,2400,125.0,0.13,0.3,,19.55,19041,16629,1410,2412,43.868,17.185,0.4637,6.611,3.027,1.93,1.431,17.26,OpCA-SAR4-2,2359.675166282739,6.261402966994321,SAR/ISR
OpCA,2110017,SAR4-2,44,CRUISE,FLT-9,10,2500,132.0,9.98,21.9,,7.94,18753,16629,1410,2124,47.292,16.752,0.4867,5.734,3.194,1.94,1.506,17.04,OpCA-SAR4-2,2623.538551900799,0.0,SAR/ISR
OpCA,2110017,SAR4-2,45,CRUISE,FLT-9,10,2500,132.0,10.01,22.0,,7.9,18753,16629,1410,2124,47.292,16.752,0.4867,5.734,3.194,1.94,1.506,17.04,OpCA-SAR4-2,2623.538551900799,0.0,SAR/ISR
OpCA,2110017,SAR4-2,46,D- 1500,FLT-3,0,2000,206.0,0.53,1.8,,-0.71,18753,16629,1410,2124,62.948,21.905,0.8556,6.768,,1.82,2.01,17.04,OpCA-SAR4-2,6485.26979225882,-5.224181354502637,SAR/ISR
OpCA,2110017,SAR4-2,47,APPROACH,FLT-3,15,750,117.0,1.5,5.0,,4.92,18753,16629,1410,2124,43.324,16.394,0.4336,5.48,3.305,1.94,1.607,17.04,OpCA-SAR4-2,2170.713291246331,0.0,SAR/ISR
OpCA,2110017,SAR4-2,48,F/APPRO.,FLT-3,23,25,109.0,0.5,0.2,,-3.1,18753,16629,1410,2124,43.615,14.553,0.4016,4.978,3.51,1.95,1.505,17.04,OpCA-SAR4-2,1924.517721398697,0.0,SAR/ISR
OpCA,2110017,SAR4-2,9,C- 1500,FLT-1,0,750,142.0,1.0,2.5,,21.77,19994,16629,1410,3365,48.639,19.394,0.5548,7.438,,1.95,1.286,18.06,OpCA-SAR4-2,3197.477011081236,5.639520585950486,SAR/ISR
OpI,2110017,F1,9,C- 1500,FLT-1,0,750,141.0,1.0,2.5,0.41,,19749,18195,3200,1554,47.738,19.379,0.54,7.352,,1.93,1.299,29.3,OpI-F1,3152.600697148682,5.639520585950486,Ferry
OpI,2110017,F1,10,C- 2500,FLT-1,0,2000,142.0,0.63,1.5,0.88,,19749,18195,3200,1554,47.751,19.379,0.54,7.352,,1.93,1.299,29.3,OpI-F1,3081.557641886768,6.261402966994317,Ferry
OpI,2110017,F1,11,C- 3500,FLT-1,0,3000,144.0,0.65,1.5,1.25,,19749,18195,3200,1554,47.761,19.379,0.54,7.352,,1.93,1.299,29.3,OpI-F1,3076.01137993405,6.261402966994311,Ferry
OpI,2110017,F1,12,C- 4500,FLT-1,0,4000,146.0,0.67,1.7,1.62,,19749,18195,3200,1554,48.798,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3068.646862377311,5.529633896008854,Ferry
OpI,2110017,F1,13,C- 5500,FLT-1,0,5000,148.0,0.69,1.6,1.94,,19749,18195,3200,1554,48.807,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3059.500218256654,5.872890681248982,Ferry
OpI,2110017,F1,14,C- 6500,FLT-1,0,6000,151.0,0.71,1.8,2.26,,19749,18195,3200,1554,48.816,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3089.392562066548,5.224181354502632,Ferry
OpI,2110017,F1,15,C- 7500,FLT-1,0,7000,153.0,0.75,1.9,2.57,,19749,18195,3200,1554,48.825,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3076.090773335966,4.95062855101196,Ferry
OpI,2110017,F1,16,C- 8500,FLT-1,0,8000,155.0,0.78,2.0,2.89,,19749,18195,3200,1554,48.834,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3061.119796130095,4.70423706762331,Ferry
OpI,2110017,F1,17,C- 9500,FLT-1,0,9000,158.0,0.82,2.2,3.16,,19749,18195,3200,1554,48.841,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3083.428625851603,4.278245866885845,Ferry
OpI,2110017,F1,18,C-10500,FLT-1,0,10000,160.0,0.86,2.3,3.44,,19749,18195,3200,1554,48.849,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3064.525225628682,4.092881607032396,Ferry
OpI,2110017,F1,19,C-11500,FLT-1,0,11000,163.0,0.91,2.4,3.71,,19749,18195,3200,1554,48.857,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3081.776892619177,3.922888847379481,Ferry
OpI,2110017,F1,20,C-12500,FLT-1,0,12000,165.0,0.94,2.6,3.98,,19749,18195,3200,1554,48.864,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3059.104839636059,3.621964763266247,Ferry
OpI,2110017,F1,21,C-13500,FLT-1,0,13000,168.0,1.0,2.8,4.21,,19749,18195,3200,1554,48.871,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3071.437775008509,3.363869852691661,Ferry
OpI,2110017,F1,22,C-14500,FLT-1,0,14000,170.0,1.04,3.0,4.44,,19749,18195,3200,1554,48.877,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3045.175383508034,3.140076612692634,Ferry
OpI,2110017,F1,23,C-15500,FLT-1,0,15000,173.0,1.12,3.2,4.66,,19749,18195,3200,1554,48.884,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3052.748305752945,2.944178588411718,Ferry
OpI,2110017,F1,24,C-16500,FLT-1,0,16000,176.0,1.21,3.5,4.89,,19749,18195,3200,1554,48.89,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3057.734840479131,2.692209067106789,Ferry
OpI,2110017,F1,25,C-17500,FLT-1,0,17000,179.0,1.32,4.0,5.06,,19749,18195,3200,1554,48.895,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3060.172619290342,2.356089210663771,Ferry
OpI,2110017,F1,26,C-18500,FLT-1,0,18000,182.0,1.48,4.4,5.24,,19749,18195,3200,1554,48.9,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3060.10250902089,2.142108780228027,Ferry
OpI,2110017,F1,27,C-19500,FLT-1,0,19000,185.0,1.65,5.1,5.41,,19749,18195,3200,1554,48.904,18.743,0.528,6.81,,1.96,1.375,29.3,OpI-F1,3057.568429447294,1.848313986854065,Ferry
OpI,2110017,F1,28,C-20500,FLT-1,0,20000,188.0,1.88,5.9,5.58,,19749,18195,3200,1554,50.556,18.088,0.487,6.218,,2.12,1.359,29.3,OpI-F1,3052.617174537838,1.597835240391113,Ferry
OpI,2110017,F1,29,C-21500,FLT-1,0,21000,191.0,2.16,6.9,5.58,,19749,18195,3200,1554,50.556,18.088,0.487,6.218,,2.12,1.359,29.3,OpI-F1,3045.298237228343,1.366360136337756,Ferry
OpI,2110017,F1,30,C-22500,FLT-1,0,22000,194.0,2.56,8.2,5.58,,19749,18195,3200,1554,50.556,18.088,0.487,6.218,,2.12,1.359,29.3,OpI-F1,3035.663637712372,1.149805694301973,Ferry
OpI,2110017,F1,31,C-23000,FLT-1,0,22750,196.0,1.47,4.9,5.58,,19749,18195,3200,1554,50.556,18.088,0.487,6.218,,2.12,1.359,29.3,OpI-F1,3019.243599111478,0.9621210442090212,Ferry
OpI,2110017,F1,32,CRUISE,FLT-2,0,23000,226.0,12.1,45.6,5.58,,19749,18195,3200,1554,55.188,19.767,0.572,6.406,,2.09,1.5,29.3,OpI-F1,3979.539845559768,0.0,Ferry
OpI,2110017,F1,33,CRUISE,FLT-2,0,23000,225.0,12.17,45.7,5.58,,19749,18195,3200,1554,55.188,19.767,0.572,6.406,,2.09,1.5,29.3,OpI-F1,3944.400592870687,0.0,Ferry
OpI,2110017,F1,34,D-22000,FLT-3,0,22500,282.0,0.39,1.8,5.58,,19749,18195,3200,1554,63.976,21.712,0.79,6.681,,1.94,1.89,29.3,OpI-F1,6304.441024929991,-5.224181354502624,Ferry
OpI,2110017,F1,35,D-21000,FLT-3,0,21500,277.0,0.38,1.8,5.58,,19749,18195,3200,1554,63.976,21.712,0.79,6.681,,1.94,1.89,29.3,OpI-F1,6296.239230109132,-5.224181354502656,Ferry
OpI,2110017,F1,36,D-20000,FLT-3,0,20500,273.0,0.39,1.7,5.58,,19749,18195,3200,1554,63.976,21.712,0.79,6.681,,1.94,1.89,29.3,OpI-F1,6328.488062322356,-5.529633896008871,Ferry
OpI,2110017,F1,37,D-19000,FLT-3,0,19500,268.0,0.38,1.7,5.49,,19749,18195,3200,1554,63.974,21.712,0.79,6.681,,1.94,1.89,29.3,OpI-F1,6309.266049042501,-5.529633896008837,Ferry
OpI,2110017,F1,38,D-18000,FLT-3,0,18500,264.0,0.39,1.8,5.32,,19749,18195,3200,1554,63.969,21.712,0.79,6.681,,1.94,1.89,29.3,OpI-F1,6331.916152929224,-5.224181354502624,Ferry
OpI,2110017,F1,39,D-17000,FLT-3,0,17500,260.0,0.4,1.7,5.15,,19749,18195,3200,1554,63.964,21.712,0.79,6.681,,1.94,1.89,29.3,OpI-F1,6350.052873530161,-5.529633896008837,Ferry
OpI,2110017,F1,40,D-16000,FLT-3,0,16500,256.0,0.4,1.6,4.98,,19749,18195,3200,1554,63.959,21.712,0.79,6.681,,1.94,1.89,29.3,OpI-F1,6363.572576482793,-5.872890681248965,Ferry
OpI,2110017,F1,41,D-15000,FLT-3,0,15500,252.0,0.4,1.7,4.78,,19749,18195,3200,1554,63.953,21.712,0.79,6.681,,1.94,1.89,29.3,OpI-F1,6372.376160980006,-5.529633896008871,Ferry
OpI,2110017,F1,42,D-14000,FLT-3,0,14500,248.0,0.4,1.7,4.55,,19749,18195,3200,1554,63.947,21.712,0.79,6.681,,1.94,1.89,29.3,OpI-F1,6376.36937029992,-5.529633896008871,Ferry
OpI,2110017,F1,43,D-13000,FLT-3,0,13500,244.0,0.41,1.7,4.32,,19749,18195,3200,1554,63.941,21.712,0.79,6.681,,1.94,1.89,29.3,OpI-F1,6375.463108608696,-5.529633896008854,Ferry
OpI,2110017,F1,44,D-12000,FLT-3,0,12500,241.0,0.42,1.6,4.09,,19749,18195,3200,1554,63.934,21.712,0.79,6.681,,1.94,1.89,29.3,OpI-F1,6422.764128302134,-5.872890681248965,Ferry
OpI,2110017,F1,45,D-11000,FLT-3,0,11500,237.0,0.42,1.7,3.84,,19749,18195,3200,1554,63.927,21.712,0.79,6.681,,1.94,1.89,29.3,OpI-F1,6412.624344956228,-5.529633896008854,Ferry
OpI,2110017,F1,46,D-10000,FLT-3,0,10500,233.0,0.42,1.6,3.57,,19749,18195,3200,1554,64.218,21.924,0.829,6.757,,1.87,2.017,29.3,OpI-F1,6397.335695928814,-5.872890681248982,Ferry
OpI,2110017,F1,47,D- 9000,FLT-3,0,9500,230.0,0.42,1.6,3.3,,19749,18195,3200,1554,64.21,21.924,0.829,6.757,,1.87,2.017,29.3,OpI-F1,6432.646041115047,-5.872890681248982,Ferry
OpI,2110017,F1,48,D- 8000,FLT-3,0,8500,226.0,0.43,1.6,3.03,,19749,18195,3200,1554,64.203,21.924,0.829,6.757,,1.87,2.017,29.3,OpI-F1,6407.63147944764,-5.872890681248982,Ferry
OpI,2110017,F1,49,D- 7000,FLT-3,0,7500,223.0,0.43,1.6,2.73,,19749,18195,3200,1554,64.194,21.924,0.829,6.757,,1.87,2.017,29.3,OpI-F1,6434.85071277819,-5.872890681248982,Ferry
OpI,2110017,F1,50,D- 6000,FLT-3,0,6500,220.0,0.44,1.6,2.41,,19749,18195,3200,1554,64.186,21.924,0.829,6.757,,1.87,2.017,29.3,OpI-F1,6458.401992024523,-5.872890681248974,Ferry
OpI,2110017,F1,51,D- 5000,FLT-3,0,5500,217.0,0.43,1.5,2.1,,19749,18195,3200,1554,64.177,21.924,0.829,6.757,,1.87,2.017,29.3,OpI-F1,6478.200648068861,-6.261402966994321,Ferry
OpI,2110017,F1,52,D- 4000,FLT-3,0,4500,213.0,0.43,1.6,1.78,,19749,18195,3200,1554,64.168,21.924,0.829,6.757,,1.87,2.017,29.3,OpI-F1,6433.613503116796,-5.872890681248982,Ferry
OpI,2110017,F1,53,D- 3000,FLT-3,0,3500,210.0,0.43,1.5,1.43,,19749,18195,3200,1554,64.158,21.924,0.829,6.757,,1.87,2.017,29.3,OpI-F1,6444.69152245498,-6.261402966994311,Ferry
OpI,2110017,F1,54,D- 2000,FLT-3,0,2500,207.0,0.43,1.4,1.06,,19749,18195,3200,1554,64.147,21.924,0.829,6.757,,1.87,2.017,29.3,OpI-F1,6451.790829338689,-6.704708200069716,Ferry
OpI,2110017,F1,55,D- 1500,FLT-3,0,1750,205.0,0.21,0.8,0.78,,19749,18195,3200,1554,64.159,21.88,0.861,6.746,,1.8,2.106,29.3,OpI-F1,6470.232804476414,-5.872890681248974,Ferry
OpI,2110017,F1,56,APPROACH,FLT-3,15,750,120.0,1.0,5.0,0.41,,19749,18195,3200,1554,45.028,17.12,0.444,5.652,3.327,1.97,1.475,29.3,OpI-F1,2283.45908349384,0.0,Ferry
OpI,2110017,F1,57,F/APPRO.,FLT-3,23,25,109.0,1.0,0.2,0.14,,19150,18195,3200,955,43.568,14.56,0.393,4.949,3.449,1.99,1.349,29.2,OpI-F1,1924.517721398697,0.0,Ferry
OpI,2110017,F2,9,C- 1500,FLT-1,0,750,142.0,1.0,2.5,0.41,,19991,18195,3200,1796,48.473,19.606,0.547,7.407,,1.92,1.323,29.3,OpI-F2,3197.477011081236,5.639520585950486,Ferry
OpI,2110017,F2,10,C- 2500,FLT-1,0,2000,143.0,0.65,1.5,0.88,,19991,18195,3200,1796,48.486,19.606,0.547,7.407,,1.92,1.323,29.3,OpI-F2,3125.112686914427,6.261402966994317,Ferry
OpI,2110017,F2,11,C- 3500,FLT-1,0,3000,145.0,0.66,1.6,1.25,,19991,18195,3200,1796,48.496,19.606,0.547,7.407,,1.92,1.323,29.3,OpI-F2,3118.882101809095,5.872890681248974,Ferry
OpI,2110017,F2,12,C- 4500,FLT-1,0,4000,147.0,0.68,1.7,1.62,,19991,18195,3200,1796,49.475,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3110.827080555043,5.529633896008854,Ferry
OpI,2110017,F2,13,C- 5500,FLT-1,0,5000,149.0,0.7,1.7,1.94,,19991,18195,3200,1796,49.484,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3100.984493495068,5.529633896008854,Ferry
OpI,2110017,F2,14,C- 6500,FLT-1,0,6000,152.0,0.73,1.9,2.26,,19991,18195,3200,1796,49.493,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3130.447162579953,4.950628551011952,Ferry
OpI,2110017,F2,15,C- 7500,FLT-1,0,7000,154.0,0.77,1.9,2.57,,19991,18195,3200,1796,49.502,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3116.432516572078,4.95062855101196,Ferry
OpI,2110017,F2,16,C- 8500,FLT-1,0,8000,156.0,0.8,2.1,2.89,,19991,18195,3200,1796,49.511,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3100.745530015484,4.481160828076377,Ferry
OpI,2110017,F2,17,C- 9500,FLT-1,0,9000,159.0,0.84,2.2,3.16,,19991,18195,3200,1796,49.519,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3122.582882957635,4.278245866885845,Ferry
OpI,2110017,F2,18,C-10500,FLT-1,0,10000,161.0,0.88,2.4,3.44,,19991,18195,3200,1796,49.526,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3102.951498965667,3.922888847379481,Ferry
OpI,2110017,F2,19,C-11500,FLT-1,0,11000,164.0,0.93,2.5,3.71,,19991,18195,3200,1796,49.534,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3119.706097477714,3.766434321437898,Ferry
OpI,2110017,F2,20,C-12500,FLT-1,0,12000,166.0,0.97,2.7,3.98,,19991,18195,3200,1796,49.541,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3096.297262112442,3.488155481435412,Ferry
OpI,2110017,F2,21,C-13500,FLT-1,0,13000,169.0,1.03,2.9,4.21,,19991,18195,3200,1796,49.548,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3108.111334042589,3.248127125559191,Ferry
OpI,2110017,F2,22,C-14500,FLT-1,0,14000,171.0,1.08,3.0,4.44,,19991,18195,3200,1796,49.554,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3081.10634564562,3.140076612692634,Ferry
OpI,2110017,F2,23,C-15500,FLT-1,0,15000,174.0,1.15,3.4,4.66,,19991,18195,3200,1796,49.561,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3088.142193356816,2.771270008151065,Ferry
OpI,2110017,F2,24,C-16500,FLT-1,0,16000,177.0,1.25,3.7,4.89,,19991,18195,3200,1796,49.567,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3092.580540333507,2.546881337818606,Ferry
OpI,2110017,F2,25,C-17500,FLT-1,0,17000,180.0,1.38,4.1,5.06,,19991,18195,3200,1796,49.572,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3094.460000156271,2.298686033360799,Ferry
OpI,2110017,F2,26,C-18500,FLT-1,0,18000,183.0,1.53,4.6,5.24,,19991,18195,3200,1796,49.577,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3093.822392362051,2.049054809002174,Ferry
OpI,2110017,F2,27,C-19500,FLT-1,0,19000,186.0,1.72,5.4,5.41,,19991,18195,3200,1796,49.582,18.959,0.532,6.872,,1.96,1.397,29.3,OpI-F2,3090.712560559784,1.745695279685133,Ferry
OpI,2110017,F2,28,C-20500,FLT-1,0,20000,189.0,1.97,6.2,5.58,,19991,18195,3200,1796,51.227,18.309,0.49,6.287,,2.11,1.379,29.3,OpI-F2,3085.178194082902,1.520557850977935,Ferry
OpI,2110017,F2,29,C-21500,FLT-1,0,21000,192.0,2.29,7.3,5.58,,19991,18195,3200,1796,51.227,18.309,0.49,6.287,,2.11,1.379,29.3,OpI-F2,3077.269653167009,1.291517180786756,Ferry
OpI,2110017,F2,30,C-22500,FLT-1,0,22000,195.0,2.72,8.9,5.58,,19991,18195,3200,1796,51.227,18.309,0.49,6.287,,2.11,1.379,29.3,OpI-F2,3067.0397976409,1.05939302804041,Ferry
OpI,2110017,F2,31,C-23000,FLT-1,0,22750,198.0,1.59,5.2,5.58,,19991,18195,3200,1796,51.227,18.309,0.49,6.287,,2.11,1.379,29.3,OpI-F2,3081.17518897247,0.9066236093868132,Ferry
OpI,2110017,F2,32,CRUISE,FLT-2,0,23000,226.0,14.23,53.8,5.58,,19991,18195,3200,1796,55.793,19.982,0.575,6.479,,2.07,1.483,29.3,OpI-F2,3979.539845559768,0.0,Ferry
OpI,2110017,F2,33,CRUISE,FLT-2,0,23000,226.0,14.35,54.1,5.58,,19991,18195,3200,1796,55.793,19.982,0.575,6.479,,2.07,1.483,29.3,OpI-F2,3979.539845559768,0.0,Ferry
OpI,2110017,F2,34,CRUISE,FLT-2,0,23000,226.0,14.43,54.3,5.58,,19991,18195,3200,1796,55.793,19.982,0.575,6.479,,2.07,1.483,29.3,OpI-F2,3979.539845559768,0.0,Ferry
OpI,2110017,F2,35,CRUISE,FLT-2,0,23000,225.0,14.52,54.5,5.58,,19991,18195,3200,1796,55.793,19.982,0.575,6.479,,2.07,1.483,29.3,OpI-F2,3944.400592870687,0.0,Ferry
OpI,2110017,F2,36,CRUISE,FLT-2,0,23000,225.0,14.6,54.9,5.58,,19991,18195,3200,1796,55.793,19.982,0.575,6.479,,2.07,1.483,29.3,OpI-F2,3944.400592870687,0.0,Ferry
OpI,2110017,F2,37,CRUISE,FLT-2,0,23000,225.0,14.69,55.1,5.58,,19991,18195,3200,1796,55.793,19.982,0.575,6.479,,2.07,1.483,29.3,OpI-F2,3944.400592870687,0.0,Ferry
OpI,2110017,F2,38,CRUISE,FLT-2,0,23000,225.0,8.25,30.9,5.58,,19991,18195,3200,1796,55.793,19.982,0.575,6.479,,2.07,1.483,29.3,OpI-F2,3944.400592870687,0.0,Ferry
OpI,2110017,F2,39,CRUISE,FLT-2,0,23000,224.0,8.28,30.9,5.58,,19991,18195,3200,1796,55.793,19.982,0.575,6.479,,2.07,1.483,29.3,OpI-F2,3909.417168353177,0.0,Ferry
OpI,2110017,F2,40,D-22000,FLT-3,0,22500,282.0,0.38,1.8,5.58,,18790,18195,3200,595,61.587,20.759,0.768,6.382,,1.98,1.824,29.0,OpI-F2,6304.441024929991,-5.224181354502624,Ferry
OpI,2110017,F2,41,D-21000,FLT-3,0,21500,277.0,0.38,1.7,5.58,,18790,18195,3200,595,61.587,20.759,0.768,6.382,,1.98,1.824,29.0,OpI-F2,6296.239230109132,-5.529633896008871,Ferry
OpI,2110017,F2,42,D-20000,FLT-3,0,20500,273.0,0.38,1.7,5.58,,18790,18195,3200,595,61.587,20.759,0.768,6.382,,1.98,1.824,29.0,OpI-F2,6328.488062322356,-5.529633896008871,Ferry
OpI,2110017,F2,43,D-19000,FLT-3,0,19500,268.0,0.37,1.7,5.49,,18790,18195,3200,595,61.584,20.759,0.768,6.382,,1.98,1.824,29.0,OpI-F2,6309.266049042501,-5.529633896008837,Ferry
OpI,2110017,F2,44,D-18000,FLT-3,0,18500,264.0,0.39,1.7,5.32,,18790,18195,3200,595,61.58,20.759,0.768,6.382,,1.98,1.824,29.0,OpI-F2,6331.916152929224,-5.529633896008837,Ferry
OpI,2110017,F2,45,D-17000,FLT-3,0,17500,260.0,0.38,1.7,5.15,,18790,18195,3200,595,61.575,20.759,0.768,6.382,,1.98,1.824,29.0,OpI-F2,6350.052873530161,-5.529633896008837,Ferry
OpI,2110017,F2,46,D-16000,FLT-3,0,16500,256.0,0.39,1.6,4.98,,18790,18195,3200,595,61.57,20.759,0.768,6.382,,1.98,1.824,29.0,OpI-F2,6363.572576482793,-5.872890681248965,Ferry
OpI,2110017,F2,47,D-15000,FLT-3,0,15500,252.0,0.4,1.7,4.78,,18790,18195,3200,595,61.564,20.759,0.768,6.382,,1.98,1.824,29.0,OpI-F2,6372.376160980006,-5.529633896008871,Ferry
OpI,2110017,F2,48,D-14000,FLT-3,0,14500,248.0,0.4,1.6,4.55,,18790,18195,3200,595,61.558,20.759,0.768,6.382,,1.98,1.824,29.0,OpI-F2,6376.36937029992,-5.872890681248999,Ferry
OpI,2110017,F2,49,D-13000,FLT-3,0,13500,244.0,0.4,1.6,4.32,,18790,18195,3200,595,61.551,20.759,0.768,6.382,,1.98,1.824,29.0,OpI-F2,6375.463108608696,-5.872890681248982,Ferry
OpI,2110017,F2,50,D-12000,FLT-3,0,12500,241.0,0.41,1.6,4.09,,18790,18195,3200,595,61.545,20.759,0.768,6.382,,1.98,1.824,29.0,OpI-F2,6422.764128302134,-5.872890681248965,Ferry
OpI,2110017,F2,51,D-11000,FLT-3,0,11500,237.0,0.41,1.7,3.84,,18790,18195,3200,595,61.538,20.759,0.768,6.382,,1.98,1.824,29.0,OpI-F2,6412.624344956228,-5.529633896008854,Ferry
OpI,2110017,F2,52,D-10000,FLT-3,0,10500,233.0,0.41,1.6,3.57,,18790,18195,3200,595,61.799,20.96,0.809,6.454,,1.91,1.986,29.0,OpI-F2,6397.335695928814,-5.872890681248982,Ferry
OpI,2110017,F2,53,D- 9000,FLT-3,0,9500,230.0,0.42,1.5,3.3,,18790,18195,3200,595,61.792,20.96,0.809,6.454,,1.91,1.986,29.0,OpI-F2,6432.646041115047,-6.261402966994321,Ferry
OpI,2110017,F2,54,D- 8000,FLT-3,0,8500,226.0,0.42,1.6,3.03,,18790,18195,3200,595,61.784,20.96,0.809,6.454,,1.91,1.986,29.0,OpI-F2,6407.63147944764,-5.872890681248982,Ferry
OpI,2110017,F2,55,D- 7000,FLT-3,0,7500,223.0,0.42,1.6,2.73,,18790,18195,3200,595,61.776,20.96,0.809,6.454,,1.91,1.986,29.0,OpI-F2,6434.85071277819,-5.872890681248982,Ferry
OpI,2110017,F2,56,D- 6000,FLT-3,0,6500,220.0,0.42,1.5,2.41,,18790,18195,3200,595,61.767,20.96,0.809,6.454,,1.91,1.986,29.0,OpI-F2,6458.401992024523,-6.261402966994311,Ferry
OpI,2110017,F2,57,D- 5000,FLT-3,0,5500,217.0,0.43,1.5,2.1,,18790,18195,3200,595,61.758,20.96,0.809,6.454,,1.91,1.986,29.0,OpI-F2,6478.200648068861,-6.261402966994321,Ferry
OpI,2110017,F2,58,D- 4000,FLT-3,0,4500,213.0,0.42,1.5,1.78,,18790,18195,3200,595,61.749,20.96,0.809,6.454,,1.91,1.986,29.0,OpI-F2,6433.613503116796,-6.261402966994321,Ferry
